mack,nam,quy,eps,roe,roa,pb,pe,lnst_yoy,nophaitra_vcsh,vonhoa_tts
ACB,2020,1,924.4112231,0.05376405,0.00398763,1.043270432,19.25549967,0.125313258,12.17119698,0.076399135
ACB,2020,2,915.15059,0.050515721,0.003880998,1.27369912,24.91393247,-0.007234089,11.86827626,0.095549878
ACB,2020,3,959.7575261,0.065083169,0.005087798,1.527550518,23.44342127,0.339114337,11.72057845,0.116143907
ACB,2020,4,1179.492966,0.074583882,0.005906653,1.766599342,23.82379616,0.632132658,11.54028605,0.136638199
ACB,2021,1,1148.893748,0.067688353,0.005555428,1.952089682,28.98440353,0.615689895,10.85137393,0.160128004
ACB,2021,2,1197.393014,0.06610264,0.005621769,1.96330372,29.81477224,0.70093418,10.67094053,0.163742115
ACB,2021,3,778.1848287,0.050748771,0.004423838,2.05818226,40.54306745,0.013517487,10.28225017,0.177852921
ACB,2021,4,898.7941043,0.055581924,0.004822851,2.127108865,38.38476447,-0.047478313,10.75410378,0.176624701
ACB,2022,1,1216.727675,0.07062052,0.006223997,1.893269169,27.1630215,0.323803526,9.966802399,0.168924007
ACB,2022,2,1459.372235,0.078651102,0.00735406,1.270449557,16.44542731,0.523489173,9.443214464,0.119261309
ACB,2022,3,1062.046168,0.066548546,0.006493172,1.371581218,20.90304609,0.705967093,9.067577504,0.133625424
ACB,2022,4,849.9106334,0.050283484,0.004911112,1.290694052,25.767415,0.182015199,9.401935188,0.121679303
ACB,2023,1,1224.310426,0.068365199,0.006783748,1.375855201,20.41965784,0.257790107,8.77485863,0.138142388
ACB,2023,2,1144.610005,0.061657541,0.00622461,1.207483627,19.26420344,-0.019604134,9.035334175,0.118042875
ACB,2023,3,1195.45717,0.062263892,0.00631166,1.126513023,18.27752641,0.125616951,8.704558674,0.113794643
ACB,2023,4,1031.469376,0.058154197,0.005860112,1.335455486,23.17082848,0.395664128,9.130150855,0.129145106
ACB,2024,1,1005.501639,0.053591871,0.00540134,1.509055623,28.34406121,-0.055528027,8.724439761,0.152200941
ACB,2024,2,1000.432558,0.059747134,0.005970153,1.451351203,23.78970957,0.155915161,9.290829538,0.138117968
ACB,2024,3,866.5080418,0.050380372,0.005003511,1.488010211,29.71697752,-0.041406992,8.858603862,0.14795149
ACB,2024,4,1017.620801,0.056006379,0.005538404,1.417960362,25.35325534,0.134560024,9.352124756,0.133378488
ACB,2025,1,823.4940023,0.043137642,0.004190132,1.367693831,31.57278611,-0.058163541,9.240354805,0.130241582
ACB,2025,2,950.2599416,0.056013463,0.005348582,1.286618526,22.4149194,0.092326439,9.704445441,0.117199712
ACB,2025,3,833.3414776,0.047927915,0.00454876,1.468040891,30.59970095,0.105982464,9.376240091,0.138089565
ANV,2020,1,341.070077,0.018008373,0.010440778,0.732122888,36.79595733,-0.783547447,0.717018501,0.382478533
ANV,2020,2,252.7699851,0.01349083,0.007873496,1.018002414,66.06797083,-0.790283736,0.709733509,0.531923055
ANV,2020,3,314.8256004,0.016999014,0.009607797,1.144843005,60.82732782,-0.738084099,0.827849841,0.560926908
ANV,2020,4,679.7339722,0.036707641,0.018838262,1.517105022,36.63197813,-0.562896034,1.071392842,0.654826629
ANV,2021,1,501.8543963,0.026968013,0.01321204,1.344363645,45.33187348,0.471411391,1.011753287,0.599569076
ANV,2021,2,186.7549286,0.009852803,0.004812134,1.998242559,183.1276971,-0.261166516,1.082879201,0.86201637
ANV,2021,3,-103.5905186,-0.005453258,-0.002667922,1.683552448,-276.5697131,-1.329040962,1.004926852,0.754306605
ANV,2021,4,420.9026847,0.02256278,0.011015675,2.025056189,79.11567497,-0.380783215,1.092925051,0.866353676
ANV,2022,1,1625.37092,0.084737494,0.041387766,2.419585286,26.91693291,2.238730061,1.005599067,1.090843255
ANV,2022,2,1893.270881,0.090397048,0.04517826,2.77556521,27.99388113,9.137729135,0.996601773,1.212626691
ANV,2022,3,943.1585665,0.04217654,0.021310328,1.955111596,41.5624704,NULL,0.96243793,0.874808691
ANV,2022,4,837.9439597,0.036828312,0.019083458,1.133112427,26.91110752,0.990825885,0.897039579,0.524307872
ANV,2023,1,726.5964723,0.031225418,0.016523304,1.437761317,41.77008994,-0.552965749,0.882885055,0.675359856
ANV,2023,2,-401.5190352,-0.016965827,-0.009119896,1.730340236,-89.28592884,-1.212076908,0.837347058,0.831508434
ANV,2023,3,8.172803384,0.000348228,0.00019168,1.735976471,4404.853305,-0.991334645,0.7961011,0.853864947
ANV,2023,4,-23.83985935,-0.001088385,-0.000606109,1.655170213,-1304.537898,-1.029793185,0.795263108,0.809807168
ANV,2024,1,126.9673936,0.005917723,0.003322401,1.835996802,273.6923159,-0.817010095,0.767136923,0.913826819
ANV,2024,2,-17.18040327,-0.000800985,-0.000458604,1.715135772,-1877.138708,NULL,0.725874135,0.874033187
ANV,2024,3,209.39414,0.009773589,0.00563135,1.769426968,159.7465908,25.83006252,0.745220516,0.892728786
ANV,2024,4,20.05691154,0.001888719,0.001084264,2.14562554,987.1908723,NULL,0.738578057,1.084239108
ANV,2025,1,495.825084,0.046115971,0.027521905,1.690769022,33.17702257,6.810274273,0.615479695,0.925735691
ANV,2025,2,1249.974479,0.107528388,0.067363829,1.925410165,16.92034546,NULL,0.578950875,1.093503818
ANV,2025,3,1063.180097,0.083220528,0.05250432,2.395820189,27.13557194,9.154821878,0.590614034,1.36359747
BCM,2020,1,300.1715435,0.021390684,0.007591474,1.160620135,55.30171118,-0.4582043,1.742450896,0.390259947
BCM,2020,2,278.2827603,0.020021673,0.007202154,1.892121664,95.58623026,-0.476656711,1.818152136,0.619762571
BCM,2020,3,565.7965802,0.039437085,0.013855729,2.800140848,71.58049627,0.199452069,1.873549456,0.898121631
BCM,2020,4,747.599743,0.052573531,0.018275887,2.761751054,55.10970327,-0.063461112,1.879681016,0.884857002
BCM,2021,1,441.1580387,0.027713053,0.009896815,3.685697862,130.3387788,0.408381048,1.722108243,1.283560418
BCM,2021,2,466.5520663,0.030980298,0.010960466,3.676723873,116.6000623,0.631663501,1.93425338,1.161759384
BCM,2021,3,46.93313785,0.003067003,0.001040956,3.055182406,950.288049,-0.920233926,1.95856545,0.956638885
BCM,2021,4,275.0635687,0.020042056,0.006847248,4.269622661,232.6734882,-0.617618226,1.896343219,1.36394499
BCM,2022,1,410.2176926,0.022802704,0.007974815,4.634170738,178.9293863,-0.164267263,1.823945501,1.534605967
BCM,2022,2,916.8500379,0.056481624,0.020412508,4.027167245,73.07629081,0.952870461,1.712787259,1.388745839
BCM,2022,3,196.4002124,0.014009235,0.005227012,5.403401805,461.3029634,4.148234813,1.647859637,1.904829098
BCM,2022,4,104.5928495,0.002696201,0.001010181,4.971783603,770.6071721,-0.851403478,1.690957482,1.727515714
BCM,2023,1,88.41895441,0.00414548,0.001536485,5.102331483,937.5817725,-0.80967083,1.705091988,1.765852319
BCM,2023,2,133.9288379,0.001759904,0.000648644,4.850653322,591.3588235,-0.968874025,1.721325779,1.679356965
BCM,2023,3,210.0208311,0.012009538,0.004388712,4.246409642,330.9195551,-0.167963673,1.751564201,1.454527768
BCM,2023,4,1908.857383,0.104600835,0.038073061,3.534036336,32.9516498,38.76110529,1.743501327,1.218583773
BCM,2024,1,114.121842,0.006114819,0.002218504,3.634964518,568.6904354,0.602075072,1.769024183,1.242328068
BCM,2024,2,264.1121263,0.014623391,0.005274166,3.535336087,241.5640693,8.088922628,1.776226678,1.204852316
BCM,2024,3,332.7487711,0.018236356,0.00664577,3.823828548,210.9699752,0.683510655,1.712411595,1.334596246
BCM,2024,4,1402.148825,0.079787414,0.028716731,3.770755401,50.56524581,-0.169910582,1.842506326,1.248393229
BCM,2025,1,346.1504235,0.017522755,0.006191636,3.904766954,216.0910255,2.065827405,1.817846612,1.305511278
BCM,2025,2,1425.736657,0.069257161,0.025338373,3.15268952,45.02935354,4.158265016,1.651377965,1.153654206
BCM,2025,3,401.6265211,0.019282119,0.007296417,3.230191037,166.5726651,0.163548168,1.634131609,1.190084162
BID,2020,1,350.4029534,0.018409786,0.000983959,1.727454815,88.04149536,-0.286594403,17.24216629,0.085805999
BID,2020,2,493.0465205,0.025778272,0.001416475,2.109584534,76.86901423,0.172964275,17.15581285,0.10541509
BID,2020,3,524.2042624,0.026992455,0.00149223,2.216096473,77.83225534,0.160012976,17.02299714,0.111798386
BID,2020,4,371.9262284,0.019328198,0.001043236,2.670113935,128.7889811,-0.463667527,18.04268963,0.127023458
BID,2021,1,658.4100254,0.033617943,0.001769777,2.309552412,65.23290707,0.884131225,17.94997551,0.110813439
BID,2021,2,909.6707085,0.04483106,0.002336091,2.463720568,51.94187255,0.825516786,18.42478802,0.11571338
BID,2021,3,509.2010975,0.024885459,0.001275041,2.020794172,77.47430278,-0.023802876,18.60837731,0.094071658
BID,2021,4,431.9979555,0.026205707,0.001309743,2.383675307,85.88003607,0.450599449,19.4067609,0.106528792
BID,2022,1,705.9688023,0.041297975,0.002015662,2.674394439,61.61745371,0.336620567,19.56713295,0.119091442
BID,2022,2,1019.637188,0.056593045,0.002717345,1.956066332,32.85482365,0.390583484,20.07479297,0.08561672
BID,2022,3,1043.378699,0.054959563,0.002658344,1.865452496,32.49060003,1.522825065,19.30172405,0.083693467
BID,2022,4,820.6993089,0.041230343,0.002028262,2.054672637,47.0330602,0.87246711,19.35329193,0.092076844
BID,2023,1,1081.042652,0.05194432,0.002629959,2.322312821,42.73651916,0.528189374,18.17973644,0.110924929
BID,2023,2,1072.671435,0.049552093,0.002623024,2.09051206,40.41312054,0.067351266,17.61355262,0.103205171
BID,2023,3,905.9718144,0.040541464,0.002220927,2.043989044,48.9529578,-0.116972331,16.90992777,0.105185573
BID,2023,4,1057.361947,0.050756008,0.002769829,2.185387826,41.04554749,0.452135305,17.72651572,0.107524134
BID,2024,1,1019.684828,0.046970526,0.002555547,2.489333638,51.09421909,0.064136602,17.0496809,0.127534156
BID,2024,2,1116.748633,0.049505499,0.002692138,1.978746034,38.7285005,0.176281213,17.7137945,0.097793286
BID,2024,3,903.670893,0.038174876,0.002045836,2.209512721,54.99789845,0.102778697,17.6072499,0.109982036
BID,2024,4,1132.308766,0.056088946,0.002977988,1.927720442,33.16233269,0.294136567,18.05162273,0.093814279
BID,2025,1,831.8005921,0.039593864,0.002120479,1.872662894,46.58568456,0.006708219,17.31940574,0.095261626
BID,2025,2,962.0642092,0.043297192,0.00235926,1.675194028,37.73136933,0.056680212,17.38327157,0.085195773
BID,2025,3,847.8360851,0.036809604,0.002007684,1.784519061,47.17893081,0.167446574,17.28698449,0.09142487
BMP,2020,1,1250.51804,0.04061491,0.03530646,1.088202029,27.1487487,0.123918392,0.146714638,0.94242959
BMP,2020,2,1908.759989,0.06235527,0.052476511,1.752352064,27.19042744,0.334144663,0.232027816,1.413271559
BMP,2020,3,1870.754322,0.063625179,0.049001542,2.123811589,32.55371338,0.272648393,0.36706837,1.544765503
BMP,2020,4,1354.672058,0.045897293,0.03551728,2.082836268,46.21044601,0.17272963,0.220793366,1.698365803
BMP,2021,1,1025.623367,0.034526961,0.028442639,2.003703904,56.8434787,-0.179841207,0.206808166,1.65344291
BMP,2021,2,511.0266371,0.017805203,0.014796065,2.114659894,116.0409178,-0.732272973,0.199814391,1.753594346
BMP,2021,3,-317.0927941,-0.011314225,-0.009747507,1.903070696,-166.5127716,-1.169963308,0.121201106,1.689867575
BMP,2021,4,1398.097648,0.050036544,0.042354657,2.14683358,42.84393159,0.032056165,0.241221901,1.72257356
BMP,2022,1,1556.876202,0.054068364,0.044429336,2.08369683,39.43794626,0.517980433,0.193960473,1.738898843
BMP,2022,2,1774.272519,0.059594069,0.049795193,1.931568025,32.52037067,2.471976587,0.199569185,1.604868485
BMP,2022,3,2139.450141,0.068922468,0.058303614,1.798947958,26.92280549,NULL,0.165853279,1.538590392
BMP,2022,4,3010.476279,0.093882675,0.080675698,1.878893873,19.93040119,1.153266106,0.161549759,1.613133603
BMP,2023,1,3429.538864,0.101657008,0.086709532,1.65122352,17.02852841,1.202833378,0.182173204,1.393482394
BMP,2023,2,3598.88866,0.104134358,0.084693045,2.750876532,25.67459255,1.028374233,0.279435175,2.144983816
BMP,2023,3,2550.546707,0.072989065,0.059621933,2.379397244,33.71826118,0.192150571,0.172851034,2.024478173
BMP,2023,4,3137.791038,0.090849347,0.076305691,3.181320003,33.23994451,0.042290571,0.210159444,2.623070169
BMP,2024,1,2319.483068,0.068185924,0.056200164,3.133688836,47.42435999,-0.323674943,0.216173775,2.571230394
BMP,2024,2,3424.105833,0.10136354,0.085103604,3.095653586,29.20470479,-0.048565778,0.163781558,2.653361655
BMP,2024,3,3538.084455,0.103594642,0.087782279,3.308852542,33.52096354,0.387186694,0.194871289,2.763125433
BMP,2024,4,2821.311943,0.08186529,0.068796429,3.981613028,46.46774361,-0.100860475,0.18462321,3.353221627
BMP,2025,1,3504.853775,0.100841859,0.083917123,3.274503116,34.03850992,0.511049519,0.217106798,2.684845675
BMP,2025,2,4030.009127,0.114029278,0.092107521,4.114148334,34.81381693,0.176952269,0.260323225,3.257333457
BMP,2025,3,4282.640956,0.117924795,0.093528555,3.735710238,33.48401173,0.210440568,0.261304324,2.956257047
BSI,2020,1,-499.5156107,-0.045071472,-0.025582609,0.742187446,-16.01551549,-2.771471153,0.834998365,0.403338861
BSI,2020,2,767.7697151,0.068870471,0.044095487,0.698168492,10.41979104,3.637950559,0.304823421,0.533738514
BSI,2020,3,561.96301,0.047766904,0.034281434,0.726575563,15.53483031,0.139744092,0.477844405,0.490541607
BSI,2020,4,218.4385966,0.017972477,0.01044561,1.017134567,56.99542203,NULL,0.958886626,0.518159646
BSI,2021,1,503.2010255,0.040292752,0.017816418,1.158632237,29.21297703,NULL,1.553606797,0.452865108
BSI,2021,2,957.1300826,0.075422851,0.026906878,1.779574198,23.50777643,0.246636881,2.053443488,0.581637329
BSI,2021,3,858.8023914,0.065567577,0.021160211,1.984818768,31.20624752,0.528218656,2.140942156,0.630773161
BSI,2021,4,616.5229817,0.044564101,0.013420109,3.003011348,68.772781,1.822408521,2.492632121,0.858422433
BSI,2022,1,685.1565549,0.047303551,0.013319663,2.526135863,54.58606465,0.361595307,2.607469684,0.699248343
BSI,2022,2,-49.06406504,-0.003420761,-0.000962759,1.617201926,-455.5268705,-1.05126162,2.494898928,0.461415893
BSI,2022,3,100.3614384,0.006229451,0.002855568,1.293010076,298.9195898,-0.81995375,0.672809337,0.772154271
BSI,2022,4,86.72023592,0.003726854,0.002523841,0.747741865,200.6452106,-0.783288665,0.281237453,0.582553298
BSI,2023,1,521.5566226,0.022125155,0.016198414,0.972950241,44.38635998,0.172795607,0.44867823,0.670480079
BSI,2023,2,659.9061929,0.027367316,0.016992455,1.338395432,49.3251925,NULL,0.768740897,0.754487761
BSI,2023,3,606.5410816,0.02677133,0.014855394,1.808945266,67.5964106,5.526818609,0.835305355,0.982904502
BSI,2023,4,317.4965455,0.013872784,0.007681095,2.061548328,149.607927,2.96379387,0.777426909,1.156829227
BSI,2024,1,676.33057,0.028854897,0.014520142,2.66578571,93.44542862,0.403944894,1.191074258,1.213120392
BSI,2024,2,566.0219696,0.02359998,0.011240472,2.10570493,89.74916651,-0.071337372,1.009600865,1.044958524
BSI,2024,3,313.8542089,0.014170213,0.006870306,2.233871308,158.3537789,-0.429384858,1.114714725,1.053626895
BSI,2024,4,408.5648663,0.018158987,0.008747432,2.145925864,118.9529595,0.415511038,1.037790814,1.050963795
BSI,2025,1,363.6455844,0.015906317,0.006949171,2.493018341,157.5710044,-0.408560198,1.536429326,0.980905364
BSI,2025,2,415.2970013,0.019684113,0.007310542,1.934674589,98.84492271,-0.112214652,1.846334973,0.678391091
BSI,2025,3,878.6406695,0.040488931,0.013684719,2.119913445,53.32100098,2.079459975,2.066576638,0.68997389
BVH,2020,1,160.8073021,0.005389558,0.000820297,1.500287133,230.0890539,-0.740253551,5.663394428,0.205999007
BVH,2020,2,684.4444811,0.026757106,0.003996102,1.799395489,66.47726916,1.102049883,5.727450754,0.245037794
BVH,2020,3,620.4214596,0.022860529,0.003347303,1.882024884,78.49502826,0.294193958,5.929520623,0.249385232
BVH,2020,4,615.0576469,0.022766658,0.003247629,2.567014408,107.3070148,3.472820178,6.091545431,0.332646405
BVH,2021,1,631.9790194,0.023735784,0.003395044,2.260747337,94.3069282,3.649892016,5.893409823,0.301783059
BVH,2021,2,593.2908214,0.021601517,0.003141351,2.170709341,98.43401902,-0.142766947,5.859965461,0.290751706
BVH,2021,3,603.5729889,0.02157442,0.00301321,2.126574127,96.75714632,0.000332645,6.454223803,0.262485999
BVH,2021,4,706.6183137,0.02499174,0.003298849,2.056264042,79.25070567,0.1630554,6.698363067,0.245307731
BVH,2022,1,647.8924423,0.022932241,0.00289262,2.202133525,94.92316314,0.023926836,7.151983188,0.248484885
BVH,2022,2,433.5952686,0.014574752,0.001752399,1.856836101,121.080657,-0.288751486,7.480214917,0.201619223
BVH,2022,3,520.043477,0.017851223,0.002135841,1.859242723,102.876014,-0.133563316,7.237629668,0.208099892
BVH,2022,4,487.8486132,0.016842211,0.001906812,1.775224925,95.52143583,-0.321981335,8.48071921,0.171534061
BVH,2023,1,711.49598,0.025355753,0.002587584,1.796415294,68.09595747,0.069155715,9.109465644,0.163137851
BVH,2023,2,541.9702216,0.019182373,0.00191089,1.608876736,81.36978425,0.276152174,8.968525796,0.148284407
BVH,2023,3,584.1930006,0.020589296,0.002111315,1.506888608,72.1508131,0.122134867,8.539297467,0.14533165
BVH,2023,4,566.767993,0.019271236,0.001979613,1.431590357,69.69342039,0.154264481,8.933122469,0.132616629
BVH,2024,1,789.1062452,0.027335811,0.002709427,1.522143635,54.17521438,0.129560212,9.240967115,0.135459446
BVH,2024,2,576.3453822,0.019156424,0.001882702,1.610505024,79.81325334,0.047517905,9.109967347,0.145402477
BVH,2024,3,722.8064893,0.023866931,0.00237032,1.464074395,59.28281031,0.2179386,9.029089709,0.133526362
BVH,2024,4,754.840639,0.024303774,0.002349357,1.744550453,67.166495,0.33121023,9.663138892,0.149772431
BVH,2025,1,905.1061604,0.028723363,0.002708671,1.776567687,58.8881198,0.113234345,9.546985307,0.154679443
BVH,2025,2,911.4313467,0.028706837,0.002708512,1.727114189,58.26001069,0.594418628,9.649367447,0.149238514
BVH,2025,3,1038.329075,0.031682742,0.002971609,1.741142442,53.25864541,0.42291611,9.673891385,0.150477384
BWE,2020,1,877.7928601,0.059337036,0.020627821,1.114156609,18.22753491,0.266561414,1.930234973,0.366021805
BWE,2020,2,784.7703696,0.051356417,0.017676577,1.561577283,30.00877825,0.128808906,1.881583848,0.522655273
BWE,2020,3,930.6069234,0.057549813,0.020024577,1.653809509,28.47604003,0.317985838,1.866820453,0.553457005
BWE,2020,4,800.0524968,0.048901672,0.019460085,1.801651234,42.2472277,-0.073777996,1.268951993,0.76859415
BWE,2021,1,919.4675767,0.049912244,0.021144,1.769052843,34.476474,0.350159162,1.456048335,0.693741571
BWE,2021,2,875.38199,0.046943356,0.019544677,1.898840042,40.38237067,0.44257748,1.351359638,0.774501523
BWE,2021,3,821.4989513,0.041446723,0.017945032,2.091094641,49.5435812,0.136172804,1.269678266,0.885266428
BWE,2021,4,1265.189332,0.062418028,0.027239307,2.196575727,33.90796847,0.627566781,1.313188627,0.912574674
BWE,2022,1,916.5302878,0.044718995,0.019455749,2.619633686,56.62660655,-0.007706295,1.283981221,1.104863992
BWE,2022,2,1045.965769,0.049902887,0.022371541,2.444842274,48.75876583,0.196094462,1.179897724,1.082180605
BWE,2022,3,1018.758898,0.046062959,0.020953086,2.239330697,48.09773941,0.239980044,1.216040693,0.976732434
BWE,2022,4,869.2644665,0.038285099,0.017336743,2.175653932,56.94469509,-0.302267398,1.200891956,0.956169085
BWE,2023,1,729.7122515,0.031842548,0.014080509,1.980041798,58.51621637,-0.202135111,1.325367744,0.823631909
BWE,2023,2,1083.374883,0.047116965,0.019944742,1.942360847,40.61382693,0.033953365,1.39689389,0.768004792
BWE,2023,3,917.3400973,0.037818907,0.015909838,1.959529162,50.36300074,-0.094345156,1.35806658,0.786311738
BWE,2023,4,765.639977,0.031359196,0.013062359,1.692293565,53.81119225,-0.101296408,1.442045296,0.655707585
BWE,2024,1,928.7667557,0.035973262,0.014913288,1.819385889,48.45134661,0.277080199,1.382660567,0.72464089
BWE,2024,2,617.0957706,0.027456263,0.011612312,2.048103251,74.05657627,-0.332977882,1.346671753,0.82787157
BWE,2024,3,827.9509613,0.036338536,0.015480715,1.962535152,54.83416545,0.074537087,1.347989644,0.793524673
BWE,2024,4,645.4074528,0.027492453,0.011159957,1.998437629,73.59691896,-0.024515102,1.575770882,0.735701916
BWE,2025,1,670.9738082,0.030140271,0.011145648,1.91745666,64.83114462,-0.094222241,1.838095305,0.637316319
BWE,2025,2,1375.813872,0.056076586,0.02013301,1.994369134,34.85209807,1.178735077,1.73538697,0.689249181
BWE,2025,3,1202.073177,0.048401525,0.018575551,1.907350214,40.34696134,0.466090123,1.484713022,0.715516798
CII,2020,1,992.4166117,0.030264125,0.008809352,2.258553056,18.23830817,5.916772325,2.498697014,0.14387173
CII,2020,2,37.63703229,0.012053294,0.003380379,2.390122628,482.2378093,-0.540987945,2.636500108,0.141492722
CII,2020,3,126.6772686,0.009600987,0.002653297,2.277659337,142.4880739,-0.835929791,2.600661167,0.141020924
CII,2020,4,34.00979082,0.009446101,0.002573468,3.03119925,629.2305681,-0.750135828,2.745623242,0.172534704
CII,2021,1,18.46878912,0.006139169,0.001613922,3.859548967,1383.415005,-0.825061386,2.863305019,0.203715609
CII,2021,2,114.4598004,0.008644544,0.002232287,-2.949192227,166.8708135,-0.35694017,2.881660952,0.150871819
CII,2021,3,9.728737947,0.001366532,0.000350294,-1.582855783,1824.491532,-0.868875372,2.920544412,0.13879463
CII,2021,4,-1569.529658,-0.04584971,-0.012110242,-4.481897224,-29.56299663,-5.808407084,2.662033198,0.358190366
CII,2022,1,2667.155724,0.082253994,0.022715869,-3.94439624,11.47289591,13.25240935,2.578723409,0.252635112
CII,2022,2,288.3677247,0.013888581,0.003879259,-2.495908472,54.9645423,0.718982697,2.581667481,0.132495329
CII,2022,3,29.30480543,0.006156789,0.001738018,-3.072904522,660.3012618,3.853559849,2.502886748,0.166589869
CII,2022,4,-125.9993991,0.000978119,0.000281732,-2.28741491,-102.3814406,NULL,2.440486143,0.113925876
CII,2023,1,28.25183996,0.004187591,0.001210507,-2.760586037,516.7805007,-0.949152942,2.478164309,0.12695472
CII,2023,2,143.111111,0.010097077,0.002983669,-5.863507328,127.1739131,-0.281109149,2.287362694,0.172253699
CII,2023,3,85.27380114,0.011905804,0.003649779,-6.804610164,226.3297723,0.862048475,2.236608359,0.186647652
CII,2023,4,356.5393375,0.018819369,0.005259648,-0.545972777,48.38175815,18.12379951,2.901565425,0.165494738
CII,2024,1,814.8866491,0.035809783,0.009306344,-0.620553981,23.43884272,8.267050633,2.799973314,0.167953381
CII,2024,2,18.84393145,0.01279161,0.00335673,-0.502538502,830.5060991,0.452792885,2.821723066,0.139702812
CII,2024,3,18.69054675,0.010190931,0.002693649,-0.505431477,829.2962325,-0.007889255,2.745205262,0.140114233
CII,2024,4,-44.27380748,0.008561628,0.002206568,-0.452582578,-315.0847147,-0.491098167,3.019055595,0.121635513
CII,2025,1,32.98280753,0.009255039,0.002592658,-1.016727532,415.3679151,-0.703898634,2.214293351,0.202465677
CII,2025,2,52.42149797,0.00783924,0.002362128,-1.101246527,281.3731117,-0.258381018,2.4254479,0.209137182
CII,2025,3,17.69746864,0.004843972,0.001465338,-2.44991514,1440.884034,-0.412080399,2.192000791,0.419994342
CMG,2020,1,236.567516,0.017826204,0.008587463,1.274900688,95.11026864,-0.068796118,1.06418916,0.483934283
CMG,2020,2,283.5354126,0.018811531,0.008901163,1.732319659,109.5101304,0.985245708,1.161684693,0.626245772
CMG,2020,3,468.8541099,0.028838651,0.013251232,1.993286856,74.01022891,0.031013895,1.191147642,0.701467713
CMG,2020,4,717.0424967,0.038206532,0.017501393,2.095230419,52.99546425,0.057691435,1.175267609,0.744897965
CMG,2021,1,284.8018741,0.01920733,0.008890915,1.979960665,126.4036626,0.113880951,1.145254513,0.722386295
CMG,2021,2,440.8868485,0.026516491,0.012198571,1.997731702,84.60220605,0.460212012,1.201465328,0.710026753
CMG,2021,3,654.6382078,0.035644896,0.016217478,3.049665765,89.82060518,0.318958552,1.194516701,1.084605232
CMG,2021,4,983.637118,0.047079155,0.020867688,2.948004925,60.99810479,0.354838995,1.314790051,1.000635376
CMG,2022,1,308.4090362,0.018782789,0.00809476,3.890540649,204.2741703,0.106112592,1.325731315,1.097668114
CMG,2022,2,733.05495,0.033399862,0.014478431,3.390216157,79.80302159,0.472553373,1.288851601,0.989419606
CMG,2022,3,507.3679375,0.030993105,0.013795658,3.596982687,90.26979558,0.031092207,1.206153954,1.057892784
CMG,2022,4,744.0097586,0.041453975,0.018597724,3.009918741,53.76273568,0.047285882,1.250828444,0.866715085
CMG,2023,1,286.0388871,0.015854483,0.007287727,2.966958773,139.491523,-0.009131026,1.101316724,0.912096109
CMG,2023,2,559.445016,0.030734454,0.01429069,3.36240939,82.58184215,0.051939053,1.199257756,0.993722123
CMG,2023,3,450.2065745,0.025137394,0.011606838,3.384882385,106.1734828,-0.097849343,1.132886281,1.039129992
CMG,2023,4,684.5253517,0.047087846,0.021614671,3.807826576,63.54768292,0.228249825,1.223604295,1.135614127
CMG,2024,1,289.3853173,0.021580562,0.010105084,3.46371937,138.0512335,0.453239974,1.04948256,1.107649564
CMG,2024,2,437.0226241,0.028671915,0.013740735,5.08614627,139.5808744,0.005671582,1.122748132,1.590571571
CMG,2024,3,309.2182384,0.021984711,0.010107256,4.183226248,164.2852642,-0.061493955,1.227639941,1.264493273
CMG,2024,4,598.9000671,0.043034708,0.019655336,4.25582247,82.23408663,-0.014349238,1.152912282,1.348294446
CMG,2025,1,378.4585264,0.028421066,0.013407264,3.219400973,100.4073032,0.44544638,1.087565534,1.045899856
CMG,2025,2,445.5776578,0.03120696,0.015002651,3.349230567,92.68866892,0.199455354,1.072867027,1.108059645
CMG,2025,3,409.9689917,0.029450278,0.013657409,3.125276502,95.61698761,0.493799604,1.238406524,0.959100635
CTD,2020,1,1617.564237,0.014471773,0.007948018,0.406204598,27.78869549,-0.346075838,0.730320997,0.230643557
CTD,2020,2,2060.654853,0.018487814,0.010532317,0.641925447,33.77567083,0.270260402,0.780872448,0.354066274
CTD,2020,3,1161.99685,0.010475627,0.006104813,0.63139955,59.55265712,-0.462563954,0.651728317,0.375600418
CTD,2020,4,1232.212879,0.01103894,0.00665539,0.707341311,63.05728607,-0.596900353,0.665550437,0.417356674
CTD,2021,1,733.3467634,0.006449268,0.003995239,0.658095992,99.40727039,-0.55852426,0.561990204,0.413956128
CTD,2021,2,607.5919322,0.005369236,0.003360984,0.582806138,106.4859432,-0.714588641,0.63317325,0.350604045
CTD,2021,3,-160.1187964,-0.001416639,-0.000885713,0.616995597,-425.3092174,-1.133040413,0.565551851,0.386571802
CTD,2021,4,-857.5047313,-0.007645695,-0.00456981,1.000289877,-127.6960884,-1.673142571,0.781450114,0.550441879
CTD,2022,1,395.7328675,0.003542861,0.001951415,0.87906089,244.1040609,-0.462951901,0.849498919,0.466084932
CTD,2022,2,-323.0454781,-0.002893125,-0.001495925,0.490920732,-166.5400188,-1.530928796,1.019315319,0.240018171
CTD,2022,3,-47.88393095,-0.000428805,-0.000204874,0.526627375,-1204.997143,NULL,1.16674587,0.240004868
CTD,2022,4,255.6236748,0.00229962,0.001027525,0.299915095,128.7048237,NULL,1.309125773,0.12811554
CTD,2023,1,299.0965081,0.002682187,0.001131077,0.39717145,146.1066873,-0.246349472,1.433422142,0.161046994
