date,mack,open,high,low,close,volume
9/24/2024,PC1,21700,21820,21660,21770,1343400
9/25/2024,PC1,21930,22270,21820,22270,5529900
9/26/2024,PC1,22300,22300,21930,22040,3226600
9/27/2024,PC1,22160,22160,21660,22040,2524000
9/30/2024,PC1,22040,22040,21740,21930,2188500
10/1/2024,PC1,22080,22080,21700,21700,3541600
10/2/2024,PC1,21740,21820,21480,21510,1724700
10/3/2024,PC1,21510,21770,21060,21060,3974300
10/4/2024,PC1,21020,21100,20830,20830,2481300
10/7/2024,PC1,21020,21100,20760,20830,1442000
10/8/2024,PC1,20870,21100,20830,21020,1005100
10/9/2024,PC1,21020,21240,21020,21130,882300
10/10/2024,PC1,21240,21370,21210,21290,1413000
10/11/2024,PC1,21400,21400,21020,21100,1355800
10/14/2024,PC1,21290,21320,20950,20950,1784000
10/15/2024,PC1,20950,21100,20790,20790,1571300
10/16/2024,PC1,20790,20900,20680,20720,1601100
10/17/2024,PC1,20720,20870,20610,20760,1153500
10/18/2024,PC1,20830,21060,20830,20830,944900
10/21/2024,PC1,20830,21020,20790,20870,658300
10/22/2024,PC1,20870,20870,20370,20610,1470900
10/23/2024,PC1,20680,20680,20260,20450,1865600
10/24/2024,PC1,20450,20610,20260,20260,1152400
10/25/2024,PC1,20300,20340,20190,20190,973900
10/28/2024,PC1,20260,20420,20190,20260,616500
10/29/2024,PC1,20370,20680,20340,20530,1500900
10/30/2024,PC1,20530,20680,20300,20300,1248700
10/31/2024,PC1,20530,20570,20230,20260,1749800
11/1/2024,PC1,20420,20640,20260,20300,1692100
11/4/2024,PC1,20530,20530,20340,20340,1410600
11/5/2024,PC1,20570,20570,20420,20450,1804000
11/6/2024,PC1,20530,20720,20370,20720,2632100
11/7/2024,PC1,21040,21040,20700,20700,2021900
11/8/2024,PC1,20830,20830,20000,20130,2456800
11/11/2024,PC1,20170,20430,20040,20220,1730100
11/12/2024,PC1,20390,20610,20260,20260,1658900
11/13/2024,PC1,20220,20430,20170,20350,1008700
11/14/2024,PC1,20350,20430,19910,19960,1635700
11/15/2024,PC1,19780,19870,19220,19220,2305000
11/18/2024,PC1,19130,19570,19040,19430,977900
11/19/2024,PC1,19430,19610,18960,18960,1430500
11/20/2024,PC1,18870,19480,18830,19390,1390500
11/21/2024,PC1,19520,19570,19390,19480,573400
11/22/2024,PC1,19430,19570,19390,19390,1070900
11/25/2024,PC1,19480,20130,19480,19910,1740200
11/26/2024,PC1,19910,20130,19870,19910,704400
11/27/2024,PC1,19960,20130,19830,19910,669700
11/28/2024,PC1,19960,20170,19960,20000,867500
11/29/2024,PC1,20170,20390,20000,20090,1503200
12/2/2024,PC1,20130,20300,20040,20090,1108300
12/3/2024,PC1,20170,20220,20000,20090,1039700
12/4/2024,PC1,20170,20170,19870,19870,824800
12/5/2024,PC1,19870,20260,19780,20260,1554000
12/6/2024,PC1,20350,20570,20220,20220,1173700
12/9/2024,PC1,20260,20260,20130,20130,1191800
12/10/2024,PC1,20130,20350,19830,19870,2089600
12/11/2024,PC1,20000,20170,19830,19870,1180500
12/12/2024,PC1,19870,20040,19830,19870,886400
12/13/2024,PC1,20000,20000,19830,19870,888400
12/16/2024,PC1,19910,20000,19740,19780,712100
12/17/2024,PC1,19830,19910,19740,19740,727800
12/18/2024,PC1,19780,19960,19740,19870,692300
12/19/2024,PC1,19740,19830,19610,19700,931200
12/20/2024,PC1,19740,20090,19740,19830,949100
12/23/2024,PC1,20000,20130,19870,19910,448900
12/24/2024,PC1,19910,19910,19740,19780,607800
12/25/2024,PC1,19780,20700,19780,20220,2855300
12/26/2024,PC1,20220,20350,20040,20040,603300
12/27/2024,PC1,20090,20260,19830,19830,1212400
12/30/2024,PC1,19830,19960,19780,19780,1209100
12/31/2024,PC1,19780,19910,19650,19910,849500
1/2/2025,PC1,20090,20130,19740,19780,793400
1/3/2025,PC1,19780,20000,19740,19740,1322700
1/6/2025,PC1,19740,19910,19130,19130,1656000
1/7/2025,PC1,19220,19300,19040,19090,880300
1/8/2025,PC1,19170,19220,19040,19170,410600
1/9/2025,PC1,19170,19300,19040,19040,684100
1/10/2025,PC1,18870,19040,18700,18780,2019100
1/13/2025,PC1,18740,18870,18350,18740,1993600
1/14/2025,PC1,18780,18960,18740,18830,580000
1/15/2025,PC1,19090,19300,18870,19220,1727700
1/16/2025,PC1,19430,19480,19350,19390,1131300
1/17/2025,PC1,19480,19700,19390,19610,1619100
1/20/2025,PC1,19650,19740,19570,19700,1327600
1/21/2025,PC1,19700,19910,19650,19780,1498300
1/22/2025,PC1,19780,19830,19650,19740,1346900
1/23/2025,PC1,19570,19870,19570,19870,996900
1/24/2025,PC1,19870,20130,19740,20000,1501700
2/3/2025,PC1,20000,20130,19740,20090,984100
2/4/2025,PC1,20090,20170,19960,20130,2040600
2/5/2025,PC1,20130,20170,19960,20040,1554600
2/6/2025,PC1,20000,20430,20000,20350,3929800
2/7/2025,PC1,20430,21220,20390,20830,4527600
2/10/2025,PC1,20650,20650,20170,20170,1625100
2/11/2025,PC1,20390,20480,20170,20350,1588100
2/12/2025,PC1,20350,20740,20350,20480,2120700
2/13/2025,PC1,20480,21040,20480,20700,3814600
2/14/2025,PC1,20960,20960,20520,20520,2153000
2/17/2025,PC1,20570,21130,20570,20610,4175100
2/18/2025,PC1,20700,21040,20570,20700,1986800
2/19/2025,PC1,20740,20960,20570,20960,3353800
2/20/2025,PC1,21040,21090,20700,20830,1854600
2/21/2025,PC1,20780,20830,20610,20650,1959300
2/24/2025,PC1,20520,20650,20390,20610,2981700
2/25/2025,PC1,20610,21130,20570,20910,4435700
2/26/2025,PC1,20910,21040,20740,21000,1823200
2/27/2025,PC1,21040,21480,20910,21220,4492400
2/28/2025,PC1,21220,21220,20870,20870,2438500
3/3/2025,PC1,20870,21090,20740,20870,2240800
3/4/2025,PC1,20870,20870,20520,20780,2150100
3/5/2025,PC1,20700,20870,20430,20480,1800600
3/6/2025,PC1,20520,20610,20430,20570,1731700
3/7/2025,PC1,20650,20740,20480,20520,2117300
3/10/2025,PC1,20570,20830,20480,20610,2718400
3/11/2025,PC1,20430,20870,20350,20870,2256500
3/12/2025,PC1,20830,20960,20570,20610,2138300
3/13/2025,PC1,20650,20650,20090,20090,3195500
3/14/2025,PC1,20090,20170,19740,19830,2409700
3/17/2025,PC1,19960,20170,19910,20130,1440700
3/18/2025,PC1,20130,20570,20130,20220,1709700
3/19/2025,PC1,20300,20300,19870,20170,1321700
3/20/2025,PC1,20170,20300,19910,20000,1390300
3/21/2025,PC1,20090,20300,20000,20170,1487200
3/24/2025,PC1,20130,20130,19830,19910,1376200
3/25/2025,PC1,19740,20040,19740,20000,961300
3/26/2025,PC1,20000,20220,19910,20130,1057200
3/27/2025,PC1,20170,20170,20000,20130,652900
3/28/2025,PC1,20130,20130,19910,20000,886100
3/31/2025,PC1,19570,19780,19480,19650,1837100
4/1/2025,PC1,19740,19830,19650,19650,749200
4/2/2025,PC1,19650,19870,19650,19700,588400
4/3/2025,PC1,18430,19700,18350,18350,6011200
4/4/2025,PC1,17220,18650,17090,18430,4291500
4/8/2025,PC1,17220,18170,17170,17170,4015100
4/9/2025,PC1,16000,17170,16000,16040,3528600
4/10/2025,PC1,17130,17130,17130,17130,150300
4/11/2025,PC1,17650,18260,17350,18220,2428800
4/14/2025,PC1,18260,18700,18000,18700,2052200
4/15/2025,PC1,18350,18650,18040,18610,1551500
4/16/2025,PC1,18260,18700,18220,18260,820400
4/17/2025,PC1,18430,18430,18000,18260,994900
4/18/2025,PC1,18350,18570,18350,18390,928400
4/21/2025,PC1,18520,18740,18390,18430,1306700
4/22/2025,PC1,18480,18480,17170,17830,2633700
4/23/2025,PC1,18130,18170,17780,18000,852200
4/24/2025,PC1,18000,18300,17960,18090,845200
4/25/2025,PC1,18090,18520,18040,18090,1087200
4/28/2025,PC1,18220,18350,18090,18130,574700
4/29/2025,PC1,18130,18350,18090,18130,546400
5/5/2025,PC1,18520,18520,18480,18520,1109900
5/6/2025,PC1,18650,18830,18430,18480,1435400
5/7/2025,PC1,18260,19390,18260,19390,3598700
5/8/2025,PC1,19390,19740,19260,19520,2130200
5/9/2025,PC1,19570,19650,19220,19350,1261900
5/12/2025,PC1,19520,19610,19090,19260,1478000
5/13/2025,PC1,19390,19480,19220,19260,1305600
5/14/2025,PC1,19300,19390,19170,19300,1420900
5/15/2025,PC1,19300,19780,19260,19350,1494000
5/16/2025,PC1,19350,19960,19260,19520,2253700
5/19/2025,PC1,19570,19740,19430,19570,1056300
5/20/2025,PC1,19570,19570,19220,19220,1619600
5/21/2025,PC1,19220,19390,18870,19130,1875800
5/22/2025,PC1,19000,19430,19000,19170,1912600
5/23/2025,PC1,19390,19390,19090,19260,913900
5/26/2025,PC1,19260,19780,18960,19780,2681100
5/27/2025,PC1,20090,20300,19870,20090,4632400
5/28/2025,PC1,20260,20260,19650,19830,1965900
5/29/2025,PC1,19830,19910,19570,19650,2522900
5/30/2025,PC1,19650,19780,19130,19170,2982200
6/2/2025,PC1,19170,20260,19170,20090,4351600
6/3/2025,PC1,20170,20220,20040,20040,2517500
6/4/2025,PC1,20090,20520,19960,20350,4657600
6/5/2025,PC1,20350,20480,19870,20300,2788400
6/6/2025,PC1,20300,20480,19870,19910,2109700
6/9/2025,PC1,19830,20000,19480,19650,2274700
6/10/2025,PC1,19650,19960,19520,19780,1941700
6/11/2025,PC1,19780,19830,19480,19780,1153600
6/12/2025,PC1,19780,19830,19570,19650,1443600
6/13/2025,PC1,19430,19480,19000,19040,3478000
6/16/2025,PC1,19130,19350,19090,19350,991200
6/17/2025,PC1,19430,19650,19350,19390,1135900
6/18/2025,PC1,19430,19480,19220,19220,1380600
6/19/2025,PC1,19480,19480,19170,19260,1316900
6/20/2025,PC1,19220,19480,19220,19260,1232600
6/23/2025,PC1,19170,19170,18910,19000,2065600
6/24/2025,PC1,19170,19260,18870,18870,3684500
6/25/2025,PC1,19040,19130,18960,19090,1672200
6/26/2025,PC1,19090,19130,18960,19000,1477400
6/27/2025,PC1,19000,19220,19000,19040,1615800
6/30/2025,PC1,19130,19130,18960,19040,1385600
7/1/2025,PC1,19040,19300,18870,18870,1947000
7/2/2025,PC1,18870,19040,18830,18960,1424800
7/3/2025,PC1,18780,19130,18780,18910,2289300
7/4/2025,PC1,19000,19040,18870,19000,1478400
7/7/2025,PC1,19040,19260,19000,19000,2076400
7/8/2025,PC1,19090,19570,19090,19570,5538500
7/9/2025,PC1,19700,19830,19430,19520,3017900
7/10/2025,PC1,19570,19870,19430,19610,3589400
7/11/2025,PC1,19650,19700,19430,19430,2873100
7/14/2025,PC1,19570,20090,19430,19910,4873900
7/15/2025,PC1,20090,20090,19700,19700,3361300
7/16/2025,PC1,19700,20170,19650,20000,3598300
7/17/2025,PC1,20090,20350,19830,19960,6510700
7/18/2025,PC1,20040,20130,19740,19830,4656900
7/21/2025,PC1,20000,20260,19830,19830,4370200
7/22/2025,PC1,19740,19910,19650,19910,3326700
7/23/2025,PC1,20170,21300,20130,21300,15307600
7/24/2025,PC1,21960,21960,21220,21650,8221800
7/25/2025,PC1,21740,22260,21650,21870,6555800
7/28/2025,PC1,22040,23300,22040,22780,9834800
7/29/2025,PC1,23390,23390,21220,21220,15321100
7/30/2025,PC1,21040,21650,20520,21090,7860600
7/31/2025,PC1,21480,22520,21220,22520,13118400
8/1/2025,PC1,23570,24090,22870,24090,19315500
8/4/2025,PC1,24090,24520,23570,23910,8777000
8/5/2025,PC1,24090,24610,22260,22260,17372500
8/6/2025,PC1,22650,22910,22300,22870,6860900
8/7/2025,PC1,23300,23300,22430,22740,6651300
8/8/2025,PC1,22960,23170,22570,22960,6669200
8/11/2025,PC1,23430,23740,23220,23480,7567500
8/12/2025,PC1,23650,24570,23350,24520,13221300
8/13/2025,PC1,24740,25220,23910,24170,9668700
8/14/2025,PC1,24610,24740,23780,23960,6156700
8/15/2025,PC1,24350,25040,24000,24740,11317400
8/18/2025,PC1,25170,26430,24910,26430,14104400
8/19/2025,PC1,27830,28260,27130,27220,13068300
8/20/2025,PC1,26960,27830,25350,25430,14015100
8/21/2025,PC1,26040,26040,25040,26040,6013600
8/22/2025,PC1,25260,25910,24260,24260,10452000
8/25/2025,PC1,23910,24350,22570,22570,9699900
8/26/2025,PC1,22480,23780,22480,23780,2601000
8/27/2025,PC1,23910,24000,23130,23130,3297700
8/28/2025,PC1,23130,23570,23090,23430,2648000
8/29/2025,PC1,23480,23910,23220,23260,4799700
9/3/2025,PC1,23220,24260,23220,24090,3727300
9/4/2025,PC1,24130,24780,23960,24090,4778100
9/5/2025,PC1,24300,24520,23390,23390,4625700
9/8/2025,PC1,23390,23520,22390,22390,6865000
9/9/2025,PC1,22570,22700,22260,22480,2737000
9/10/2025,PC1,22780,22960,22350,22830,1829500
9/11/2025,PC1,22610,23000,21960,22870,3815900
9/12/2025,PC1,23170,23430,22960,23300,2591800
9/15/2025,PC1,23350,23650,23220,23520,2009400
9/16/2025,PC1,23650,23700,23040,23170,2520200
9/17/2025,PC1,23170,23300,22700,22700,1631500
9/18/2025,PC1,23000,23040,22700,22870,1841900
9/19/2025,PC1,22910,23520,22910,23130,1564200
9/22/2025,PC1,23040,23170,22300,22350,2234100
9/23/2025,PC1,22610,22650,22260,22260,1069000
9/24/2025,PC1,22260,22610,22220,22610,1232600
9/25/2025,PC1,22780,23260,22700,23130,2196500
9/26/2025,PC1,23130,23520,22650,22650,2441700
9/29/2025,PC1,22520,22830,22350,22350,1367700
9/30/2025,PC1,22480,22570,21780,22260,2563400
10/1/2025,PC1,22260,22260,22000,22220,1635600
10/2/2025,PC1,22350,22350,21570,21570,2600800
10/3/2025,PC1,21570,21570,21000,21090,1808600
10/6/2025,PC1,21520,22000,21300,22000,1396300
10/7/2025,PC1,22300,22300,21570,21570,991300
10/8/2025,PC1,21910,21910,21480,21520,2250400
10/9/2025,PC1,21520,21700,21090,21300,2833400
10/10/2025,PC1,21350,21830,21300,21350,2044100
10/13/2025,PC1,21000,21350,21000,21130,2186100
10/14/2025,PC1,21300,21870,21130,21390,3303700
10/15/2025,PC1,21390,21390,20700,20700,3538200
10/16/2025,PC1,20830,20910,20090,20300,5127700
10/17/2025,PC1,20610,21130,20220,20220,2721300
10/20/2025,PC1,20300,20700,18870,18870,4749900
10/21/2025,PC1,18830,19570,18830,19570,3454800
10/22/2025,PC1,19740,19780,18910,19430,2634500
10/23/2025,PC1,19430,19610,19040,19170,2518400
10/24/2025,PC1,19430,19430,18870,19300,1895200
10/27/2025,PC1,19480,19650,19300,19390,1615600
10/28/2025,PC1,19480,19480,19000,19480,1252300
10/29/2025,PC1,19610,20220,19610,20170,4176100
10/30/2025,PC1,20480,21090,20480,20520,4212400
10/31/2025,PC1,20700,21040,20610,20700,2624600
11/3/2025,PC1,20870,21650,20830,21000,4453900
11/4/2025,PC1,21000,21480,20520,21480,3593000
11/5/2025,PC1,21300,21480,21220,21390,1715800
11/6/2025,PC1,21480,21830,21300,21520,2415300
11/7/2025,PC1,21520,21700,21000,21090,2096900
11/10/2025,PC1,21090,21220,20480,20480,1781000
11/11/2025,PC1,20700,21040,20650,20910,2265600
11/12/2025,PC1,21200,21900,21000,21900,2405400
11/13/2025,PC1,22050,22050,21700,21900,1553200
11/14/2025,PC1,21900,22350,21800,22050,2075000
11/17/2025,PC1,22100,22700,22100,22550,2320500
11/18/2025,PC1,22850,22850,22400,22500,2128900
11/19/2025,PC1,22600,22650,21850,22100,2186700
11/20/2025,PC1,22300,22300,21800,22200,1204600
11/21/2025,PC1,22000,22150,21750,22100,1340500
11/24/2025,PC1,21850,22100,21800,21850,1369700
11/25/2025,PC1,21800,22200,21650,21700,1085500
11/26/2025,PC1,21700,22200,21700,22200,1087200
11/27/2025,PC1,22300,22300,21900,22000,683200
11/28/2025,PC1,21950,22050,21700,21700,910700
1/2/2020,PDR,10870,10910,10700,10820,639390
1/3/2020,PDR,10800,10800,10490,10530,421590
1/6/2020,PDR,10570,10660,10510,10630,1049590
1/7/2020,PDR,10610,10660,9920,9920,2226990
1/8/2020,PDR,10110,10590,9760,10590,1247880
1/9/2020,PDR,10590,10870,10490,10790,575890
1/10/2020,PDR,10790,10820,10360,10510,732690
1/13/2020,PDR,10410,10440,10220,10220,480660
1/14/2020,PDR,10240,10660,10190,10660,588350
1/15/2020,PDR,10660,10700,10490,10610,566830
1/16/2020,PDR,10660,10660,10440,10610,871140
1/17/2020,PDR,10610,10660,10530,10610,731700
1/20/2020,PDR,10610,10660,10530,10610,667980
1/21/2020,PDR,10610,10790,10530,10790,773380
1/22/2020,PDR,10790,10980,10610,10980,699090
1/30/2020,PDR,10980,10980,10740,10880,687530
1/31/2020,PDR,10790,10870,10610,10800,585650
2/3/2020,PDR,10800,10800,10530,10800,498280
2/4/2020,PDR,10820,10820,10700,10820,507600
2/5/2020,PDR,10820,10870,10110,10820,735810
2/6/2020,PDR,10790,10870,10710,10840,570160
2/7/2020,PDR,10840,10870,10710,10870,449400
2/10/2020,PDR,10820,10820,10680,10760,542130
2/11/2020,PDR,10760,10840,10710,10740,672120
2/12/2020,PDR,10740,10790,10680,10740,556440
2/13/2020,PDR,10740,10820,10700,10820,699500
2/14/2020,PDR,10820,10840,10710,10820,519970
2/17/2020,PDR,10820,10840,10700,10790,719100
2/18/2020,PDR,10790,10840,10700,10840,735080
2/19/2020,PDR,10820,10820,10710,10790,545510
2/20/2020,PDR,10800,10820,10710,10800,758990
2/21/2020,PDR,10820,10820,10700,10800,903160
2/24/2020,PDR,10790,10870,10680,10680,1024780
2/25/2020,PDR,10660,10790,10660,10790,597740
2/26/2020,PDR,10790,10790,10700,10740,493440
2/27/2020,PDR,10740,10790,10680,10740,353850
2/28/2020,PDR,10740,10790,10680,10790,599270
3/2/2020,PDR,10790,10790,10700,10790,758580
3/3/2020,PDR,10790,10820,10700,10820,1173520
3/4/2020,PDR,10790,10820,10740,10790,1062030
3/5/2020,PDR,10790,10820,10790,10800,741160
3/6/2020,PDR,10800,10820,10700,10820,747620
3/9/2020,PDR,10700,10790,10190,10610,655510
3/10/2020,PDR,10320,10610,10160,10610,367390
3/11/2020,PDR,10610,10610,10280,10570,260510
3/12/2020,PDR,10280,10570,10070,10570,204480
3/13/2020,PDR,10280,10570,10240,10570,115440
3/16/2020,PDR,10280,10490,10190,10490,353290
3/17/2020,PDR,10320,10570,10190,10570,284310
3/18/2020,PDR,10570,10570,10280,10440,330720
3/19/2020,PDR,10410,10440,10240,10440,293550
3/20/2020,PDR,10440,10440,10190,10440,343600
3/23/2020,PDR,10440,10440,10240,10360,334360
3/24/2020,PDR,10360,10360,10270,10270,363780
3/25/2020,PDR,10270,10360,10240,10360,196220
3/26/2020,PDR,10360,10410,10280,10410,273660
3/27/2020,PDR,10360,10410,10240,10410,278280
3/30/2020,PDR,10360,10360,10240,10360,296020
3/31/2020,PDR,10360,10360,10160,10320,420780
4/1/2020,PDR,10320,10320,10190,10320,475220
4/3/2020,PDR,10320,10350,10220,10350,319910
4/6/2020,PDR,10280,10350,10240,10350,411830
4/7/2020,PDR,10350,10440,10240,10440,429470
4/8/2020,PDR,10360,10440,10360,10440,413610
4/9/2020,PDR,10360,10440,10320,10440,399450
4/10/2020,PDR,10390,10440,10240,10410,368040
4/13/2020,PDR,10390,10530,10320,10440,391180
4/14/2020,PDR,10410,10440,10320,10410,459970
4/15/2020,PDR,10410,10410,10320,10350,355190
4/16/2020,PDR,10350,10350,10240,10280,422880
4/17/2020,PDR,10360,10440,10320,10360,471720
4/20/2020,PDR,10360,10440,10310,10390,450490
4/21/2020,PDR,10360,10360,10240,10320,554320
4/22/2020,PDR,10270,10360,10160,10360,615650
4/23/2020,PDR,10320,10440,10320,10390,442420
4/24/2020,PDR,10360,10410,10280,10390,545030
4/27/2020,PDR,10390,10440,10240,10410,549150
4/28/2020,PDR,10360,10390,10240,10390,576010
4/29/2020,PDR,11110,11110,10350,11110,1278990
5/4/2020,PDR,11030,11400,10910,11150,1162140
5/5/2020,PDR,11110,11190,10740,10840,644800
5/6/2020,PDR,10840,10940,10530,10940,612250
5/7/2020,PDR,10790,10910,10660,10870,627640
5/8/2020,PDR,10820,10870,10660,10790,579650
5/11/2020,PDR,11010,11010,10740,11010,651900
5/12/2020,PDR,10940,11130,10870,11090,1072680
5/13/2020,PDR,11030,11400,10910,11360,901030
5/14/2020,PDR,11280,11610,11280,11610,535260
5/15/2020,PDR,11610,11710,11480,11610,581610
5/18/2020,PDR,11440,11610,11440,11580,468870
5/19/2020,PDR,11610,11690,11550,11580,642840
5/20/2020,PDR,11480,11660,11390,11660,616430
5/21/2020,PDR,11690,11690,11560,11690,581630
5/22/2020,PDR,11670,11710,11530,11620,819790
5/25/2020,PDR,11620,11690,11480,11480,678170
5/26/2020,PDR,11480,11620,11480,11620,614970
5/27/2020,PDR,11670,11670,11500,11650,1282900
5/28/2020,PDR,11560,12170,11560,12170,1643320
5/29/2020,PDR,12170,12970,12170,12860,1528450
6/1/2020,PDR,12910,12950,12720,12720,1040230
6/2/2020,PDR,12680,12720,11820,12170,1017140
6/3/2020,PDR,12080,12200,11880,12170,424280
6/4/2020,PDR,12170,12260,11970,12060,570020
6/5/2020,PDR,12060,12300,11820,12300,871710
6/8/2020,PDR,12230,12340,12170,12320,851000
6/9/2020,PDR,12260,12340,12110,12170,575380
6/10/2020,PDR,12060,12170,11910,12170,476130
6/11/2020,PDR,12170,12170,11790,11790,573560
6/12/2020,PDR,11690,11820,11310,11820,399550
6/15/2020,PDR,11740,11820,11220,11370,392450
6/16/2020,PDR,11370,11560,11370,11460,503910
6/17/2020,PDR,11460,11460,10990,10990,589590
6/18/2020,PDR,10990,11220,10470,11180,346300
6/19/2020,PDR,11130,11130,10850,10850,901950
6/22/2020,PDR,11040,11600,11040,11600,358150
6/23/2020,PDR,12180,12260,11460,11710,709000
6/24/2020,PDR,11530,11710,11220,11270,487320
6/25/2020,PDR,11270,11460,11130,11180,439380
6/26/2020,PDR,11180,11410,11180,11370,677080
6/29/2020,PDR,11250,11310,10990,11220,753920
6/30/2020,PDR,11270,11820,11220,11270,748990
7/1/2020,PDR,11270,11480,10500,11370,1397740
7/2/2020,PDR,11370,11410,11080,11310,388220
7/3/2020,PDR,11220,11500,11220,11460,613730
7/6/2020,PDR,11180,11460,11180,11300,609830
7/7/2020,PDR,11250,11460,11250,11340,697340
7/8/2020,PDR,11300,11710,11270,11570,897800
7/9/2020,PDR,11570,11650,11460,11570,668850
7/10/2020,PDR,11460,11690,11460,11570,611790
7/13/2020,PDR,11670,11670,11530,11560,675670
7/14/2020,PDR,11560,11670,11460,11560,617960
7/15/2020,PDR,11600,11710,11560,11710,561170
7/16/2020,PDR,11740,11760,11620,11690,452090
7/17/2020,PDR,11560,11710,11560,11600,680890
7/20/2020,PDR,11600,11710,11500,11500,603890
7/21/2020,PDR,11500,11670,11500,11500,396930
7/22/2020,PDR,11600,11670,11500,11530,435460
7/23/2020,PDR,11530,11650,11480,11530,397560
7/24/2020,PDR,11530,11600,10990,11150,1049940
7/27/2020,PDR,10800,11150,10790,11150,1391000
7/28/2020,PDR,11080,11460,11080,11460,691260
7/29/2020,PDR,11500,11500,11270,11340,396460
7/30/2020,PDR,11340,11460,11310,11340,377350
7/31/2020,PDR,11790,11790,11180,11270,523360
8/3/2020,PDR,11310,11460,11150,11370,480350
8/4/2020,PDR,11370,11690,11370,11690,820840
8/5/2020,PDR,11690,11740,11560,11710,727910
8/6/2020,PDR,11790,11790,11620,11650,883580
8/7/2020,PDR,11570,11690,11500,11620,803030
8/10/2020,PDR,11600,11670,11570,11650,700830
8/11/2020,PDR,11650,11690,11560,11570,820800
8/12/2020,PDR,11570,11670,11570,11620,615900
8/13/2020,PDR,11620,11690,11570,11690,664900
8/14/2020,PDR,11790,12200,11740,12180,1421220
8/17/2020,PDR,12200,12580,12180,12580,949450
8/18/2020,PDR,12580,12580,12400,12440,774020
8/19/2020,PDR,12440,12440,12300,12340,905340
8/20/2020,PDR,12300,12560,12260,12490,988420
8/21/2020,PDR,12370,12860,12370,12840,1260980
8/24/2020,PDR,12840,12970,12580,12630,833160
8/25/2020,PDR,12630,12810,12580,12720,520290
8/26/2020,PDR,12720,13090,12610,13070,1307020
8/27/2020,PDR,13070,13840,13070,13800,1481440
8/28/2020,PDR,13700,13940,13660,13700,885990
8/31/2020,PDR,13700,13820,13230,13230,902700
9/1/2020,PDR,13320,13640,13320,13640,686000
9/3/2020,PDR,13640,13890,13640,13700,996130
9/4/2020,PDR,13470,14260,13440,14260,1969370
9/7/2020,PDR,14260,15250,14260,15250,404310
9/8/2020,PDR,15900,16230,15570,15760,1083190
9/9/2020,PDR,15440,15820,15440,15820,980300
9/10/2020,PDR,15820,16420,15720,16420,1503050
9/11/2020,PDR,16420,17200,16370,17200,1110090
9/14/2020,PDR,17310,17960,17200,17440,1020730
9/15/2020,PDR,17320,17870,17320,17680,685490
9/16/2020,PDR,17550,17780,17110,17680,1520690
9/17/2020,PDR,17680,17680,17310,17580,1516030
9/18/2020,PDR,17580,17810,17550,17810,2284120
9/21/2020,PDR,17840,18800,17840,18780,1912510
9/22/2020,PDR,18700,19180,18570,19130,1441900
9/23/2020,PDR,18990,19130,18430,18700,1557080
9/24/2020,PDR,18610,18920,18520,18840,1367530
9/25/2020,PDR,18760,18800,17720,18000,1148060
9/28/2020,PDR,18060,18800,18060,18800,2028320
9/29/2020,PDR,18800,18800,17940,18520,963110
9/30/2020,PDR,18240,18430,17910,18060,1231550
10/1/2020,PDR,18060,18670,17870,18670,1909790
10/2/2020,PDR,18580,18690,18060,18240,1325060
10/5/2020,PDR,18290,18470,18000,18060,1554110
10/6/2020,PDR,18100,18350,18030,18330,1528760
10/7/2020,PDR,18330,18350,18070,18150,1701940
10/8/2020,PDR,18150,18170,17910,18000,1440420
10/9/2020,PDR,18100,18430,18060,18330,1628160
10/12/2020,PDR,18330,18380,18000,18030,1280160
10/13/2020,PDR,18030,18030,17910,18000,1167560
10/14/2020,PDR,17960,18410,17940,18330,1623160
10/15/2020,PDR,18330,18330,18190,18290,1661930
10/16/2020,PDR,18170,18240,17780,17780,1825410
10/19/2020,PDR,17780,18290,17780,18240,1878950
10/20/2020,PDR,18240,18470,18220,18330,1875660
10/21/2020,PDR,18290,18330,18030,18030,1803360
10/22/2020,PDR,18030,18120,17870,18120,1560080
10/23/2020,PDR,18120,18120,17680,17960,1496040
10/26/2020,PDR,17960,18070,17940,17960,1675700
10/27/2020,PDR,17910,19190,17890,19190,3009670
10/28/2020,PDR,19220,20160,19220,19730,2519360
10/29/2020,PDR,19690,19880,19690,19730,2410190
10/30/2020,PDR,19690,19690,18920,19180,1776090
11/2/2020,PDR,19030,19270,18870,18990,1883990
11/3/2020,PDR,19030,20300,19030,20300,3122710
11/4/2020,PDR,20310,20630,19690,19690,2190700
11/5/2020,PDR,19500,20110,19270,19930,2938270
11/6/2020,PDR,20490,20490,19800,19970,2331160
11/9/2020,PDR,20100,20590,19970,20400,2920390
11/10/2020,PDR,20550,20590,19950,20000,2171120
11/11/2020,PDR,20000,20000,19350,19450,1961170
11/12/2020,PDR,19470,19750,19300,19750,1775880
11/13/2020,PDR,19850,19950,19620,19680,2265810
11/16/2020,PDR,19680,19700,19000,19000,2119080
11/17/2020,PDR,19000,19500,19000,19450,1885110
11/18/2020,PDR,19400,19450,19250,19320,2198210
11/19/2020,PDR,19250,19620,19250,19620,2295860
11/20/2020,PDR,19800,20970,19700,20970,3721350
11/23/2020,PDR,21100,21350,20650,20970,2295520
11/24/2020,PDR,20970,20970,20470,20940,2252570
11/25/2020,PDR,20900,20900,20200,20310,2336930
11/26/2020,PDR,20280,20340,19750,20340,2249000
11/27/2020,PDR,20310,21050,20200,20770,3544850
