date,mack,open,high,low,close,volume
7/1/2020,FTS,6300,6320,6130,6260,288260
7/2/2020,FTS,6210,6510,6210,6360,435160
7/3/2020,FTS,6460,6460,6260,6260,421540
7/6/2020,FTS,6340,6340,6130,6130,520250
7/7/2020,FTS,6110,6130,5800,5800,835710
7/8/2020,FTS,5720,6050,5720,6050,365600
7/9/2020,FTS,6050,6050,5890,6000,334410
7/10/2020,FTS,6000,6400,6000,6340,700540
7/13/2020,FTS,6400,6420,6260,6300,597170
7/14/2020,FTS,6300,6340,5920,6170,244560
7/15/2020,FTS,6170,6320,6170,6260,318360
7/16/2020,FTS,6260,6320,6170,6170,293870
7/17/2020,FTS,6050,6170,6000,6170,390090
7/20/2020,FTS,6050,6090,5990,5990,345210
7/21/2020,FTS,6000,6050,5830,5940,695840
7/22/2020,FTS,5960,6000,5900,5900,134790
7/23/2020,FTS,5890,5920,5550,5550,780110
7/24/2020,FTS,5550,5670,5180,5380,1037840
7/27/2020,FTS,5040,5340,5000,5000,302790
7/28/2020,FTS,5090,5300,5040,5280,707450
7/29/2020,FTS,5040,5240,4920,5070,827120
7/30/2020,FTS,5130,5180,5000,5070,156040
7/31/2020,FTS,4880,5070,4880,4960,168910
8/3/2020,FTS,4960,5210,4960,5180,417000
8/4/2020,FTS,5340,5340,5110,5200,182380
8/5/2020,FTS,5090,5470,5090,5470,694110
8/6/2020,FTS,5260,5470,5260,5340,199490
8/7/2020,FTS,5340,5340,5260,5260,136800
8/10/2020,FTS,5340,5340,5240,5260,410500
8/11/2020,FTS,5260,5340,5260,5300,106620
8/12/2020,FTS,5300,5300,5240,5260,153320
8/13/2020,FTS,5210,5340,5210,5300,189570
8/14/2020,FTS,5300,5300,5200,5200,276260
8/17/2020,FTS,5130,5210,5130,5150,169150
8/18/2020,FTS,5070,5210,5070,5180,94330
8/19/2020,FTS,5210,5210,5150,5180,124230
8/20/2020,FTS,5150,5180,5090,5110,200780
8/21/2020,FTS,5110,5300,5090,5260,260030
8/24/2020,FTS,5260,5380,5260,5280,328470
8/25/2020,FTS,5280,5340,5210,5210,212150
8/26/2020,FTS,5210,5280,5180,5260,315210
8/27/2020,FTS,5300,5300,5240,5300,209820
8/28/2020,FTS,5300,5650,5300,5650,1533430
8/31/2020,FTS,5590,5720,5500,5500,341260
9/1/2020,FTS,5470,5800,5470,5800,397850
9/3/2020,FTS,5830,5830,5610,5650,409050
9/4/2020,FTS,5550,5830,5500,5720,571250
9/7/2020,FTS,5800,5800,5590,5590,353040
9/8/2020,FTS,5630,5670,5550,5670,358690
9/9/2020,FTS,5590,5750,5590,5720,279080
9/10/2020,FTS,5750,5830,5670,5670,395720
9/11/2020,FTS,5630,5720,5630,5650,182250
9/14/2020,FTS,5650,5720,5630,5650,294850
9/15/2020,FTS,5670,5830,5650,5750,626170
9/16/2020,FTS,5800,5800,5690,5800,208510
9/17/2020,FTS,5830,6050,5830,5920,833460
9/18/2020,FTS,5890,5960,5860,5890,206590
9/21/2020,FTS,5940,5940,5800,5800,361420
9/22/2020,FTS,5720,5780,5670,5740,548670
9/23/2020,FTS,5740,5780,5690,5740,225150
9/24/2020,FTS,5740,5740,5670,5720,179380
9/25/2020,FTS,5670,5740,5480,5650,671560
9/28/2020,FTS,5650,5670,5590,5630,328030
9/29/2020,FTS,5630,5750,5590,5630,288310
9/30/2020,FTS,5630,5670,5550,5610,215630
10/1/2020,FTS,5670,5990,5590,5800,1019830
10/2/2020,FTS,5800,5830,5590,5720,348900
10/5/2020,FTS,5720,5750,5630,5720,230740
10/6/2020,FTS,5720,5750,5590,5630,409040
10/7/2020,FTS,5590,5670,5590,5590,249520
10/8/2020,FTS,5590,5650,5480,5520,442700
10/9/2020,FTS,5500,5610,5500,5560,294570
10/12/2020,FTS,5630,5630,5480,5500,216140
10/13/2020,FTS,5500,5500,5420,5470,229060
10/14/2020,FTS,5440,5480,5380,5420,212330
10/15/2020,FTS,5470,5500,5380,5380,405760
10/16/2020,FTS,5470,5470,5340,5340,249420
10/19/2020,FTS,5300,5500,5300,5420,210760
10/20/2020,FTS,5420,5420,5340,5380,125270
10/21/2020,FTS,5360,5380,5280,5300,334810
10/22/2020,FTS,5260,5310,5260,5300,181750
10/23/2020,FTS,5300,5340,5300,5300,180260
10/26/2020,FTS,5310,5340,5180,5200,414030
10/27/2020,FTS,5150,5200,5040,5040,368980
10/28/2020,FTS,5040,5090,4960,4960,273420
10/29/2020,FTS,4840,4960,4840,4900,234470
10/30/2020,FTS,4900,5070,4900,5000,224420
11/2/2020,FTS,5070,5070,5000,5040,43780
11/3/2020,FTS,5040,5180,4960,5000,196260
11/4/2020,FTS,5130,5130,5000,5110,197750
11/5/2020,FTS,5110,5130,5000,5090,177980
11/6/2020,FTS,5000,5040,4960,4980,120290
11/9/2020,FTS,4980,5090,4980,5090,159810
11/10/2020,FTS,5130,5360,5090,5240,424330
11/11/2020,FTS,5260,5310,5210,5300,201020
11/12/2020,FTS,5300,5300,5210,5240,324840
11/13/2020,FTS,5180,5210,5150,5150,275080
11/16/2020,FTS,5210,5240,5130,5180,211890
11/17/2020,FTS,5150,5260,5150,5240,122900
11/18/2020,FTS,5280,5380,5260,5340,543320
11/19/2020,FTS,5380,5400,5310,5340,248200
11/20/2020,FTS,5340,5340,5280,5340,288320
11/23/2020,FTS,5340,5340,5210,5300,495460
11/24/2020,FTS,5300,5310,5210,5260,306800
11/25/2020,FTS,5300,5380,5280,5340,307870
11/26/2020,FTS,5340,5400,5310,5360,134980
11/27/2020,FTS,5400,5500,5310,5420,475790
11/30/2020,FTS,5500,5500,5340,5340,371380
12/1/2020,FTS,5240,5360,5240,5360,341920
12/2/2020,FTS,5360,5420,5300,5360,543290
12/3/2020,FTS,5400,5500,5400,5500,477840
12/4/2020,FTS,5590,5590,5420,5470,444090
12/7/2020,FTS,5550,5550,5420,5480,295480
12/8/2020,FTS,5550,5690,5440,5630,951390
12/9/2020,FTS,5630,5820,5630,5740,1183000
12/10/2020,FTS,5740,5750,5590,5590,595460
12/11/2020,FTS,5560,5670,5520,5670,650530
12/14/2020,FTS,5670,5960,5670,5890,1434060
12/15/2020,FTS,5890,5920,5740,5780,879260
12/16/2020,FTS,5750,5820,5740,5800,499970
12/17/2020,FTS,5740,5780,5550,5650,748100
12/18/2020,FTS,5630,6020,5610,6000,1879690
12/21/2020,FTS,6210,6380,6130,6340,1580450
12/22/2020,FTS,6340,6570,6210,6340,1096700
12/23/2020,FTS,6300,6340,6110,6130,1047020
12/24/2020,FTS,6170,6210,5750,5960,726490
12/25/2020,FTS,5860,6380,5860,6360,1194470
12/28/2020,FTS,6590,6760,6420,6680,1830380
12/29/2020,FTS,6680,6720,6570,6610,1102810
12/30/2020,FTS,6610,6660,6460,6590,688870
12/31/2020,FTS,6590,6880,6510,6790,1791130
1/4/2021,FTS,6920,7230,6920,7200,1704000
1/5/2021,FTS,7220,7300,7090,7220,940100
1/6/2021,FTS,7220,7640,7090,7220,1451000
1/7/2021,FTS,7440,7580,7300,7470,1596800
1/8/2021,FTS,7500,7740,7470,7550,1032000
1/11/2021,FTS,7590,7680,7300,7420,895400
1/12/2021,FTS,7230,7470,7220,7310,908500
1/13/2021,FTS,7340,7470,7260,7360,1049400
1/14/2021,FTS,7380,7860,7300,7860,2032100
1/15/2021,FTS,7960,8400,7960,8300,1334400
1/18/2021,FTS,8340,8380,7930,8110,1007500
1/19/2021,FTS,7930,8070,7550,7580,1400100
1/20/2021,FTS,7580,7720,7050,7380,1076600
1/21/2021,FTS,7680,7680,7380,7580,744700
1/22/2021,FTS,7580,7590,7090,7260,1062000
1/25/2021,FTS,7260,7420,7090,7340,603100
1/26/2021,FTS,7140,7420,7140,7160,909500
1/27/2021,FTS,7160,7260,6660,6760,841500
1/28/2021,FTS,6300,6460,6300,6300,622700
1/29/2021,FTS,5860,6630,5860,6420,866200
2/1/2021,FTS,6420,6550,5990,6210,437000
2/2/2021,FTS,6210,6210,5860,6170,285000
2/3/2021,FTS,6420,6590,6130,6590,624100
2/4/2021,FTS,6720,6880,6510,6740,357300
2/5/2021,FTS,6740,6880,6680,6820,258000
2/8/2021,FTS,6840,6880,6420,6550,590500
2/9/2021,FTS,6550,6720,6460,6630,382000
2/17/2021,FTS,6840,7010,6740,7010,563900
2/18/2021,FTS,7050,7170,6950,7010,533700
2/19/2021,FTS,6880,7090,6840,7050,510400
2/22/2021,FTS,7010,7070,6840,6920,564200
2/23/2021,FTS,6920,6960,6840,6920,375800
2/24/2021,FTS,7050,7220,6950,6950,1096100
2/25/2021,FTS,7050,7050,6920,7010,335200
2/26/2021,FTS,6880,7010,6860,6920,356600
3/1/2021,FTS,6920,7170,6920,7170,535300
3/2/2021,FTS,7280,7280,7050,7140,329400
3/3/2021,FTS,7140,7140,6950,7070,284800
3/4/2021,FTS,7090,7170,6840,6880,507700
3/5/2021,FTS,6880,7010,6790,6920,601300
3/8/2021,FTS,7050,7170,6920,7090,908100
3/9/2021,FTS,7160,7470,7050,7380,1393400
3/10/2021,FTS,7500,7500,7340,7400,587600
3/11/2021,FTS,7420,7690,7420,7660,1663500
3/12/2021,FTS,7660,7690,7500,7580,1067800
3/15/2021,FTS,7590,7590,7490,7530,477600
3/16/2021,FTS,7500,7550,7340,7380,577000
3/17/2021,FTS,7400,7470,7360,7470,573900
3/18/2021,FTS,7500,7690,7490,7500,502300
3/19/2021,FTS,7500,7690,7500,7580,587900
3/22/2021,FTS,7550,7590,7440,7580,465400
3/23/2021,FTS,7470,7590,7380,7420,359500
3/24/2021,FTS,7300,7340,7090,7220,480000
3/25/2021,FTS,7220,7300,6880,6880,642500
3/26/2021,FTS,7010,7090,6790,7050,776400
3/29/2021,FTS,7280,7280,7090,7140,288000
3/30/2021,FTS,7140,7170,7090,7110,426100
3/31/2021,FTS,7090,7170,7090,7160,329600
4/1/2021,FTS,7170,7500,7170,7470,617000
4/2/2021,FTS,7550,7660,7470,7500,858200
4/5/2021,FTS,7590,7640,7470,7530,361900
4/6/2021,FTS,7420,7590,7400,7470,602200
4/7/2021,FTS,7500,7530,7380,7530,373500
4/8/2021,FTS,7530,7550,7420,7470,545500
4/9/2021,FTS,7470,7820,7420,7690,1193700
4/12/2021,FTS,7820,7880,7690,7880,1225800
4/13/2021,FTS,8010,8010,7720,7740,860000
4/14/2021,FTS,7680,7750,7530,7720,752100
4/15/2021,FTS,7720,7740,7500,7590,589700
4/16/2021,FTS,7500,7580,7170,7360,538700
4/19/2021,FTS,7470,7500,7300,7380,545800
4/20/2021,FTS,7580,7580,7220,7300,655400
4/22/2021,FTS,7420,7470,7260,7300,829900
4/23/2021,FTS,7300,7400,7220,7340,586900
4/26/2021,FTS,7470,7470,7200,7260,423100
4/27/2021,FTS,7170,7280,7110,7140,311400
4/28/2021,FTS,7140,7260,7070,7200,351300
4/29/2021,FTS,7200,7300,7170,7230,369500
5/4/2021,FTS,7010,7300,7010,7220,450300
5/5/2021,FTS,7220,7720,7220,7720,1491400
5/6/2021,FTS,7720,7750,7590,7720,990900
5/7/2021,FTS,7640,7880,7530,7750,1223000
5/10/2021,FTS,7750,8300,7720,8300,2386100
5/11/2021,FTS,8550,8840,8420,8640,1538700
5/12/2021,FTS,8510,8710,8510,8640,842900
5/13/2021,FTS,8460,9220,8460,9220,2302000
5/14/2021,FTS,9170,9510,9170,9380,1042300
5/17/2021,FTS,9380,9490,9170,9450,753700
5/18/2021,FTS,9380,9760,9260,9590,1188600
5/19/2021,FTS,9680,10070,9510,10060,973800
5/20/2021,FTS,10100,10650,10020,10650,1587300
5/21/2021,FTS,10430,10970,10430,10820,704300
5/24/2021,FTS,10760,10840,10340,10340,889800
5/25/2021,FTS,10220,10800,10100,10800,980300
5/26/2021,FTS,10840,11220,10740,11220,673500
5/27/2021,FTS,11220,11970,11220,11600,653100
5/28/2021,FTS,11600,12260,11550,12180,500900
5/31/2021,FTS,13020,13020,12780,13000,715100
6/1/2021,FTS,13440,13440,12830,12830,394300
6/2/2021,FTS,12150,13580,12130,13300,574900
6/3/2021,FTS,13740,14210,13620,14210,714200
6/4/2021,FTS,14370,14580,14230,14470,539600
6/7/2021,FTS,14000,14470,13460,13680,575500
6/8/2021,FTS,13460,13530,12720,12720,603400
6/9/2021,FTS,12370,13580,11860,13350,1062600
6/10/2021,FTS,13300,13740,13160,13260,264100
6/11/2021,FTS,13260,14070,12630,14070,803200
6/14/2021,FTS,13910,15050,13810,15050,1208900
6/15/2021,FTS,15050,16090,14930,16090,1145100
6/16/2021,FTS,16000,17220,15450,17120,737300
6/17/2021,FTS,16890,17970,16330,17970,631100
6/18/2021,FTS,18200,18200,16850,17970,692800
6/21/2021,FTS,16890,17730,16890,17500,650900
6/22/2021,FTS,17500,17500,16760,16890,454300
6/23/2021,FTS,16570,17270,16570,16700,326300
6/24/2021,FTS,16610,16940,16090,16250,369000
6/25/2021,FTS,16250,17360,15820,17360,519300
6/28/2021,FTS,18010,18010,17400,17560,283300
6/29/2021,FTS,17300,17970,17300,17560,335300
6/30/2021,FTS,17560,17560,17220,17220,268200
7/1/2021,FTS,17180,18410,17180,18380,749100
7/2/2021,FTS,19140,19650,18620,19470,918000
7/5/2021,FTS,19600,19840,18670,19140,450200
7/6/2021,FTS,19040,19510,18200,18200,376400
7/7/2021,FTS,18200,18230,16990,18150,398300
7/8/2021,FTS,18150,18480,17520,17730,398300
7/9/2021,FTS,17500,17680,16500,16570,458200
7/12/2021,FTS,15870,15870,15420,15420,437800
7/13/2021,FTS,15420,16090,14700,15460,385600
7/14/2021,FTS,15460,15820,14540,14890,292400
7/15/2021,FTS,14930,15680,14610,15680,277600
7/16/2021,FTS,15910,15960,15550,15720,269700
7/19/2021,FTS,14720,15450,14630,14630,284300
7/20/2021,FTS,14630,15490,14180,15390,448800
7/21/2021,FTS,15630,16090,15450,15680,437800
7/22/2021,FTS,15680,16000,15390,15870,289600
7/23/2021,FTS,15870,15870,15390,15390,348200
7/26/2021,FTS,14930,15420,14660,15120,209000
7/27/2021,FTS,14700,15770,14700,15450,375800
7/28/2021,FTS,15590,15590,15120,15450,143700
7/29/2021,FTS,15450,15960,15390,15960,306900
7/30/2021,FTS,16090,16510,16050,16420,476000
8/2/2021,FTS,16420,17500,16330,17500,1143200
8/3/2021,FTS,17500,18620,17500,18510,1084100
8/4/2021,FTS,19300,19300,18510,18670,739700
8/5/2021,FTS,18290,18880,18060,18760,748500
8/6/2021,FTS,18670,19560,18290,19140,1179600
8/9/2021,FTS,19140,20420,18990,20420,1137100
8/10/2021,FTS,20990,20990,20520,20900,634100
8/11/2021,FTS,20890,21190,20390,20900,1131200
8/12/2021,FTS,20540,21560,20390,21470,1013400
8/13/2021,FTS,21280,22960,21280,22960,1043300
8/16/2021,FTS,24270,24550,23610,24550,1046100
8/17/2021,FTS,24550,25660,23800,25200,1104600
8/18/2021,FTS,24830,25660,24640,25160,928600
8/19/2021,FTS,25160,25440,24640,24740,975600
8/20/2021,FTS,24500,25660,24270,24780,1503500
8/23/2021,FTS,24830,26270,24550,26180,1414800
8/24/2021,FTS,26550,26550,24360,24640,1141700
8/25/2021,FTS,24400,24640,23570,24590,851900
8/26/2021,FTS,24690,25440,24220,25160,1204200
8/27/2021,FTS,25110,25200,24080,25200,678400
8/30/2021,FTS,25660,26370,24920,26320,967700
8/31/2021,FTS,26370,26370,25200,25900,861500
9/1/2021,FTS,25660,26410,25250,26320,700800
9/6/2021,FTS,26590,26690,25900,25950,837000
9/7/2021,FTS,26180,26650,25380,25810,877900
9/8/2021,FTS,25760,26140,25200,25570,353300
9/9/2021,FTS,25860,26460,25340,26460,529100
9/10/2021,FTS,26750,28000,26500,27860,1047000
9/13/2021,FTS,27950,28790,27540,28600,887700
9/14/2021,FTS,28560,28700,27950,28240,603600
9/15/2021,FTS,28000,28370,27160,28330,570200
9/16/2021,FTS,27900,28470,27540,28000,382700
9/17/2021,FTS,28280,29210,27900,29170,802600
9/20/2021,FTS,29350,30470,29350,29910,877500
9/21/2021,FTS,29350,30100,28970,30100,629200
9/22/2021,FTS,30000,30150,28880,28970,1340900
9/23/2021,FTS,28880,29490,28660,28700,727200
9/24/2021,FTS,28330,29170,27110,27110,1062300
9/27/2021,FTS,26840,27070,25250,25250,1249800
9/28/2021,FTS,24170,25660,23800,25660,959800
9/29/2021,FTS,25660,26550,24740,26550,300200
9/30/2021,FTS,26460,26690,25900,25900,324700
10/1/2021,FTS,25810,26180,25380,25530,553400
10/4/2021,FTS,24830,25060,23890,24920,1045000
10/5/2021,FTS,24960,26650,24960,26650,872300
10/6/2021,FTS,27290,27490,26370,27070,620800
10/7/2021,FTS,27490,28790,26840,28470,1134100
10/8/2021,FTS,28240,29210,28190,28930,910400
10/11/2021,FTS,28930,29400,28600,28790,507200
10/12/2021,FTS,29030,29030,28140,28700,559800
10/13/2021,FTS,28660,28930,28370,28470,387300
10/14/2021,FTS,28280,29490,28280,29210,596600
10/15/2021,FTS,29540,29540,28790,29210,367800
10/18/2021,FTS,29450,29820,28510,28930,908000
10/19/2021,FTS,28880,29580,28700,29400,575700
10/20/2021,FTS,30050,30660,29400,29820,930000
10/21/2021,FTS,30240,30240,29030,29170,751200
10/22/2021,FTS,29030,29260,28600,28790,575400
10/25/2021,FTS,28420,28510,27720,27720,955200
10/26/2021,FTS,27540,28240,26970,28190,528900
10/27/2021,FTS,28420,29170,28140,28970,500500
10/28/2021,FTS,29300,29870,29030,29170,665800
10/29/2021,FTS,29400,29400,28700,28930,544400
11/1/2021,FTS,29260,30940,28930,30940,1389900
11/2/2021,FTS,31260,31970,31080,31730,1293500
11/3/2021,FTS,31870,33590,31870,32890,1334000
11/4/2021,FTS,32890,35000,32890,34200,955800
11/5/2021,FTS,34300,34530,32440,33230,941700
11/8/2021,FTS,33460,34300,32340,33550,800600
11/9/2021,FTS,33500,33590,32670,33550,677900
11/10/2021,FTS,33590,34530,33360,33360,486500
11/11/2021,FTS,33360,33930,32390,32800,817400
11/12/2021,FTS,32850,33230,32340,33050,701700
11/15/2021,FTS,33880,34950,33230,33650,915100
11/16/2021,FTS,32890,33550,32440,32530,928900
11/17/2021,FTS,32440,33930,32440,33270,1031300
11/18/2021,FTS,33880,35000,33270,34730,951000
11/19/2021,FTS,34770,35880,32290,33270,1219200
11/22/2021,FTS,33270,33880,31730,32990,880800
11/23/2021,FTS,32990,33970,32670,33970,571300
11/24/2021,FTS,35370,35430,34110,34440,794500
11/25/2021,FTS,34440,35700,34300,34810,959000
11/26/2021,FTS,35000,35370,34200,34530,928900
11/29/2021,FTS,32940,34530,32940,34020,677700
11/30/2021,FTS,34110,34900,33590,33650,1000400
12/1/2021,FTS,33650,33780,32440,32800,1133800
12/2/2021,FTS,32800,33140,32250,32440,740900
12/3/2021,FTS,32440,32670,30240,30240,1802600
12/6/2021,FTS,29490,30660,28370,28660,1144000
12/7/2021,FTS,28930,29820,28470,29400,877100
12/8/2021,FTS,29770,29770,28880,28930,689800
12/9/2021,FTS,29030,29400,28510,29400,725000
12/10/2021,FTS,28930,29490,28790,29400,610800
12/13/2021,FTS,28970,29870,28930,29580,819600
12/14/2021,FTS,29820,30050,29170,29400,491300
12/15/2021,FTS,29400,29400,28970,29030,314800
12/16/2021,FTS,29080,29400,28700,28700,434600
12/17/2021,FTS,28660,29350,28600,29170,572100
12/20/2021,FTS,29630,29870,28930,29490,717500
12/21/2021,FTS,29490,29490,28750,28930,555600
12/22/2021,FTS,29350,29350,27070,27070,1460700
12/23/2021,FTS,26370,26790,25250,25340,1280800
12/24/2021,FTS,25200,26370,25200,25950,418000
12/27/2021,FTS,26590,27070,26180,26930,415800
12/28/2021,FTS,26590,26970,26180,26970,477000
12/29/2021,FTS,26840,26930,26270,26500,238700
12/30/2021,FTS,26650,28280,26590,28140,511500
12/31/2021,FTS,28140,28930,27580,27900,334700
1/4/2022,FTS,27900,28600,27900,28420,551600
1/5/2022,FTS,28140,28560,28000,28240,535300
1/6/2022,FTS,28240,28240,27540,27630,432800
1/7/2022,FTS,27110,27540,26880,27020,500400
1/10/2022,FTS,27110,27200,25860,25950,499100
1/11/2022,FTS,25440,26230,24500,24500,489700
1/12/2022,FTS,24550,25570,23800,24740,595100
1/13/2022,FTS,25200,25480,24550,24830,226300
1/14/2022,FTS,24880,24920,24500,24640,153500
1/17/2022,FTS,24640,24920,22930,22930,625400
1/18/2022,FTS,21600,22850,21350,21350,391700
1/19/2022,FTS,21240,22850,21190,22850,340500
1/20/2022,FTS,24170,24170,23240,23700,247200
1/21/2022,FTS,23330,23850,23190,23190,164300
1/24/2022,FTS,22400,22400,21590,21590,348600
1/25/2022,FTS,21150,21750,20990,21750,230000
1/26/2022,FTS,21750,22070,21150,21150,113700
1/27/2022,FTS,21150,22610,21020,22610,345700
1/28/2022,FTS,22850,23280,22820,23150,281600
2/7/2022,FTS,23330,24740,23330,24740,288600
2/8/2022,FTS,25200,25290,24740,25160,335100
2/9/2022,FTS,25200,25810,24830,25660,449000
2/10/2022,FTS,25950,25950,24960,25200,296900
2/11/2022,FTS,25160,25530,24690,25250,230800
2/14/2022,FTS,24740,25200,24640,24960,212200
2/15/2022,FTS,24960,25160,24270,24640,176700
2/16/2022,FTS,24740,25110,24740,24960,169300
2/17/2022,FTS,24960,25010,24640,24690,226200
2/18/2022,FTS,24310,25380,24310,25250,412600
2/21/2022,FTS,25290,26790,25290,26790,824000
2/22/2022,FTS,25380,26840,25290,26270,464200
2/23/2022,FTS,26930,27630,26410,27340,486800
2/24/2022,FTS,27340,27900,25440,27020,685300
2/25/2022,FTS,27200,27760,26590,27110,663900
2/28/2022,FTS,27490,27490,26590,26650,463300
3/1/2022,FTS,26750,27290,26180,26750,326200
3/2/2022,FTS,26590,26750,25950,26080,591400
3/3/2022,FTS,25950,27070,25660,27070,664100
3/4/2022,FTS,27540,27760,26930,26930,435800
3/7/2022,FTS,26180,27020,26180,26690,343200
3/8/2022,FTS,25440,27070,25440,26230,500700
3/9/2022,FTS,26230,26370,25160,26180,531800
3/10/2022,FTS,26690,27020,25620,25660,404400
3/11/2022,FTS,25570,25620,24500,24500,707200
3/14/2022,FTS,23940,24030,23080,23260,670600
3/15/2022,FTS,22930,23750,22930,23570,260600
3/16/2022,FTS,23800,23890,23610,23660,189800
3/17/2022,FTS,23980,24220,23850,24030,128500
3/18/2022,FTS,24270,24270,23800,24270,190600
3/21/2022,FTS,24740,24740,24360,24590,217600
3/22/2022,FTS,24740,24920,24690,24740,199000
3/23/2022,FTS,24740,24960,24590,24590,197200
3/24/2022,FTS,24740,24740,24220,24400,180400
3/25/2022,FTS,24270,25110,24030,25110,374300
3/28/2022,FTS,25160,26750,25160,26750,1442100
3/29/2022,FTS,27070,28090,26750,27450,1732700
3/30/2022,FTS,27070,27630,26370,26500,469300
3/31/2022,FTS,26500,26590,25660,25660,353800
4/1/2022,FTS,25010,26970,25010,26840,468300
4/4/2022,FTS,27900,28700,27070,28700,1782700
4/5/2022,FTS,28930,29680,28000,28240,996600
4/6/2022,FTS,27950,29400,27760,29210,756300
4/7/2022,FTS,29210,29870,28330,28330,1161200
4/8/2022,FTS,28880,29630,28000,28660,749000
4/12/2022,FTS,28510,29170,26690,26690,740400
4/13/2022,FTS,26690,27900,25660,27390,748000
4/14/2022,FTS,27760,27760,26750,27070,390100
4/15/2022,FTS,26880,28470,26840,27070,641900
4/18/2022,FTS,27070,27070,25200,25200,897700
4/19/2022,FTS,25200,25710,23480,23480,1006800
4/20/2022,FTS,22400,24270,22400,23330,527000
4/21/2022,FTS,23260,24740,22540,24130,418800
4/22/2022,FTS,24690,24740,22650,23370,402900
4/25/2022,FTS,22870,23520,21750,21750,450400
4/26/2022,FTS,20260,21940,20230,21470,471800
4/27/2022,FTS,21440,21940,20990,21860,208200
4/28/2022,FTS,22030,22680,21860,22350,399200
4/29/2022,FTS,21940,23150,21940,23150,317700
5/4/2022,FTS,22820,22820,21650,21650,289700
5/5/2022,FTS,22350,22450,20540,22300,283100
5/6/2022,FTS,20770,22140,20770,20990,309700
5/9/2022,FTS,20300,20960,19530,19530,256800
5/10/2022,FTS,18200,19510,18170,19220,705400
5/11/2022,FTS,19390,19580,18670,18950,89600
5/12/2022,FTS,18200,18930,17640,17640,551600
5/13/2022,FTS,16570,17560,16420,16420,507400
5/16/2022,FTS,17460,17460,15310,15310,637200
5/17/2022,FTS,14790,16350,14790,16350,305600
5/18/2022,FTS,17040,17500,16800,17250,570900
5/19/2022,FTS,16800,17680,16350,17390,375400
5/20/2022,FTS,17550,17970,16570,17270,260900
5/23/2022,FTS,17730,17730,16070,16090,513800
5/24/2022,FTS,16090,16380,15070,16380,332300
5/25/2022,FTS,16640,17250,16420,17250,508400
5/26/2022,FTS,17660,17970,17310,17620,487000
5/27/2022,FTS,17460,17770,17430,17710,407000
5/30/2022,FTS,17730,17970,17310,17640,415600
5/31/2022,FTS,17550,17940,17310,17390,424700
6/1/2022,FTS,17310,17460,16760,16940,432500
6/2/2022,FTS,17270,17640,16470,17120,493400
6/3/2022,FTS,17080,17270,16570,17270,343200
6/6/2022,FTS,17270,17920,16830,17400,487600
6/7/2022,FTS,17080,17270,16190,17120,313900
6/8/2022,FTS,17500,18320,17120,18320,986500
6/9/2022,FTS,18440,18950,18290,18320,608200
6/10/2022,FTS,18010,18520,17730,17830,379200
6/13/2022,FTS,16640,17080,16600,16600,648500
6/14/2022,FTS,16330,16330,15450,15490,650600
6/15/2022,FTS,15680,15680,14410,14410,892800
6/16/2022,FTS,14930,15120,14000,14180,388400
6/17/2022,FTS,13260,13830,13200,13200,583300
6/20/2022,FTS,13200,13680,12320,12320,437400
6/21/2022,FTS,12150,13020,11950,12410,450600
6/22/2022,FTS,13260,13280,12650,13280,619600
6/23/2022,FTS,13830,14180,13530,14180,507800
6/24/2022,FTS,15170,15170,15170,15170,331100
6/27/2022,FTS,16220,16220,16220,16220,179800
6/28/2022,FTS,17040,17220,16090,16090,1669800
6/29/2022,FTS,16090,17040,15890,16400,511100
6/30/2022,FTS,16450,17550,16450,16890,805100
7/1/2022,FTS,16760,18060,15840,18060,854400
7/4/2022,FTS,18100,19140,17600,17640,1036100
7/5/2022,FTS,17640,18520,17270,17730,665900
7/6/2022,FTS,17270,17970,16570,16570,467100
7/7/2022,FTS,16660,17500,15680,17270,595500
7/8/2022,FTS,17620,17920,17120,17270,605900
7/11/2022,FTS,16150,17220,16070,16070,1049600
7/12/2022,FTS,16070,16890,15720,16890,444900
7/13/2022,FTS,16890,17220,16660,17040,548400
7/14/2022,FTS,16830,18230,16660,18230,1253900
7/15/2022,FTS,18510,18510,17600,17730,723700
7/18/2022,FTS,18150,18250,17640,17750,659100
7/19/2022,FTS,17640,18040,17180,17730,676200
7/20/2022,FTS,18250,18970,17830,18970,2808400
7/21/2022,FTS,18970,19560,18230,18340,1005100
7/25/2022,FTS,16910,17590,16460,17080,940800
7/26/2022,FTS,17300,17590,16770,16960,490700
7/27/2022,FTS,16960,17590,16490,17300,677800
7/28/2022,FTS,18040,18470,17710,17760,1524500
7/29/2022,FTS,17820,18520,17760,18010,1036300
8/1/2022,FTS,17880,19260,17880,19260,1633500
8/2/2022,FTS,19300,19660,18810,19310,1169900
8/3/2022,FTS,19180,19860,19010,19660,1391300
8/4/2022,FTS,19860,20000,19350,19690,1199700
8/5/2022,FTS,19660,20450,19430,20430,1597700
8/8/2022,FTS,20480,20520,19690,20090,1056000
8/9/2022,FTS,19920,20680,19690,20030,1462200
8/10/2022,FTS,20030,20400,19720,20000,875100
8/11/2022,FTS,20430,20680,18930,19720,1984900
8/12/2022,FTS,19720,20310,19550,20110,850400
8/15/2022,FTS,20310,20350,20030,20170,974500
8/16/2022,FTS,20030,20450,19800,20360,930100
8/17/2022,FTS,20540,21250,20400,20990,1895800
